MovielensID,Title,Year,Genre,Director,Cast,Runtime,Languages,Certificate,Plot,Url
47,Seven (Se7en),1995,Crime|Thriller,David Fincher,"Morgan Freeman,Brad Pitt,Gwyneth Paltrow,John Cassini,Peter Crombie",127 minutes,English,R,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",https://movielens.org/movies/47
2357,Central Station (Central do Brasil),1998,Drama,Walter Salles,"Fernanda Montenegro,Vinícius de Oliveira,Marília Pêra,Othon Bastos,Otávio Augusto",110 minutes,Português,,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",https://movielens.org/movies/2357
2280,Clay Pigeons,1998,Crime,David Dobkin,"Joaquin Phoenix,Vince Vaughn,Janeane Garofalo,Scott Wilson,Gregory Sporleder",104 minutes,English,R,"Clay is a young man in a small town who witnesses his friend, Earl kill himself because of the ongoing affair that Clay was having with the man's wife, Amanda. Feeling guilty, Clay now resists the widow when she presses him to continue with their sexual affairs. Clay inadvertently befriends a serial killer named Lester Long, who murders the widow in an attempt to ""help"" his ""fishing buddy.""",https://movielens.org/movies/2280
2291,Edward Scissorhands,1990,Drama|Romance,Tim Burton,"Johnny Depp,Winona Ryder,Dianne Wiest,Alan Arkin,Anthony Michael Hall",105 minutes,English,PG-13,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,https://movielens.org/movies/2291
1017,Swiss Family Robinson,1960,Adventure|Children's,Ken Annakin,"John Mills,Dorothy McGuire,James MacArthur,Janet Munro,Sessue Hayakawa",126 minutes,"English,Italiano",G,"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates.",https://movielens.org/movies/1017
3900,Crime and Punishment in Suburbia,2000,Comedy|Drama,Rob Schmidt,"Monica Keena,Ellen Barkin,Michael Ironside,Vincent Kartheiser,James DeBello",100 minutes,English,R,"At school, Roseanne is the object of fellow student Vincent's infatuation. By night, she deals with a troubled family life: her mother, Maggie, cheats on her drunken husband, Fred. When Maggie's adultery is revealed, Fred viciously takes his anger out on stepdaughter Roseanne. With the help of her boyfriend, Jimmy, Maggie plots her revenge, but Vincent might be the one to help her forge a new life in this contemporary fable loosely based on Fyodor Dostoyevsky's ""Crime and Punishment"".",https://movielens.org/movies/3900
3730,"Conversation, The",1974,Drama|Mystery,Francis Ford Coppola,"Gene Hackman,John Cazale,Allen Garfield,Frederic Forrest,Cindy Williams",113 minutes,English,PG,"Surveillance expert Harry Caul is hired by a mysterious client's brusque aide to tail a young couple. Tracking the pair through San Francisco's Union Square, Caul and his associate Stan manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple is in danger.",https://movielens.org/movies/3730
927,"Women, The",1939,Comedy,George Cukor,"Norma Shearer,Joan Crawford,Rosalind Russell,Mary Boland,Paulette Goddard",133 minutes,"Français,English",NR,A happily married woman lets her catty friends talk her into divorce when her husband strays.,https://movielens.org/movies/927
772,Quartier Mozart,1992,Comedy,Jean-Pierre Bekolo,"Jimmy Biyong,Serge Amougou,Sandrine Ola'a,Essindi Mindja,Christine",80 minutes,Français,,"The boisterous and cheerful lives of the residents of Cameroon are barely dented by incursions of supernatural power in this humor-filled rendition of traditional folk tales in modern guise. In the story, a cheerfully naughty girl crosses paths with a witch who has the power to satisfy her curiosity about men by changing her into a young man. She then becomes one of the boy suitors for the amorous attentions of a policeman's daughter. Some of the men have unusual names and even odder magical gifts: one of them has the ability to make a man's genitals disappear when he shakes hands with him.",https://movielens.org/movies/772
3813,Interiors,1978,Drama,Woody Allen,"Geraldine Page,Kristin Griffith,Mary Beth Hurt,Richard Jordan,Diane Keaton",93 minutes,English,PG,"When Eve, an interior designer, is deserted by her husband of many years, Arthur, the emotionally glacial relationships of the three grown-up daughters are laid bare. Twisted by jealousy, insecurity and resentment, Renata, a successful writer; Joey, a woman crippled by indecision; and Flyn, a budding actress; struggle to communicate for the sake of their shattered mother. But when their father unexpectedly falls for another woman, his decision to remarry sets in motion a terrible twist of fate…",https://movielens.org/movies/3813
1153,Raw Deal,1948,Film-Noir,Anthony Mann,"Dennis O'Keefe,Claire Trevor,Marsha Hunt,John Ireland,Raymond Burr",79 minutes,English,,"A revenge-seeking gangster is sent to prison after being framed for a crime he didn't commit. After seducing a beautiful young woman, he uses her to help him carry out his plot for vengeance, leading him to the crazy pyromaniac who set him up.",https://movielens.org/movies/1153
1984,Halloween III: Season of the Witch,1982,Horror,Tommy Lee Wallace,"Tom Atkins,Stacey Nelkin,Dan O'Herlihy,Michael Currie,Ralph Strait",98 minutes,English,R,"Dr. Dan Challis and murder victim daughter Ellie Grimbridge uncover a terrible plot by small-town mask maker Conal Cochran, a madman planning a Halloween mass murder utilizing an ancient Celtic ritual. The ritual involves a boulder stolen from Stonehenge, the use of Silver Shamrock masks, and a triggering device contained in a television commercial — all designed to kill millions of children.",https://movielens.org/movies/1984
3926,Voyage to the Bottom of the Sea,1961,Adventure|Sci-Fi,Irwin Allen,"Walter Pidgeon,Robert Sterling,Barbara Eden,Peter Lorre,Joan Fontaine",105 minutes,"Français,English",,The crew of an atomic submarine battle to save the world from global destruction.,https://movielens.org/movies/3926
1743,Arguing the World,1998,Documentary,Joseph Dorman,Alan Rosenberg,,,,"A true story of four Jewish intellectuals born in New York and educated at City College during the 1930s, and their divergent paths over the next six decades.",https://movielens.org/movies/1743
2337,Velvet Goldmine,1998,Drama,Todd Haynes,"Ewan McGregor,Jonathan Rhys Meyers,Toni Collette,Christian Bale,Eddie Izzard",123 minutes,English,R,"Almost a decade has elapsed since glam-rock superstar Brian Slade escaped the spotlight of the London scene. Now, investigative journalist Arthur Stuart is on assignment to uncover the truth behind the enigmatic Slade. Stuart, himself forged by the music of the 1970s, explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.",https://movielens.org/movies/2337
2090,"Rescuers, The",1977,Animation|Children's,"Wolfgang Reitherman,Art Stevens,John Lounsbery","Bob Newhart,Eva Gabor,Geraldine Page,Joe Flynn,Jeanette Nolan",78 minutes,English,G,"What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.",https://movielens.org/movies/2090
1101,Top Gun,1986,Action|Romance,Tony Scott,"Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt",110 minutes,English,PG,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",https://movielens.org/movies/1101
92,Mary Reilly,1996,Drama|Thriller,Stephen Frears,"Julia Roberts,John Malkovich,George Cole,Michael Gambon,Glenn Close",104 minutes,English,R,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",https://movielens.org/movies/92
2378,Police Academy,1984,Comedy,Hugh Wilson,"Steve Guttenberg,Kim Cattrall,G.W. Bailey,Bubba Smith,Donovan Scott",97 minutes,English,R,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",https://movielens.org/movies/2378
2503,"Apple, The (Sib)",1998,Drama,Samira Makhmalbaf,"Massoumeh Naderi,Zahra Naderi,Ghorban Ali Naderi,Azizeh Mohamadi,Zahra Saghrisaz",82 minutes,فارسی,,"After twelve years of imprisonment by their own parents, two Iranian sisters are finally released by social workers to face the outside world for the first time.",https://movielens.org/movies/2503
3168,Easy Rider,1969,Adventure|Drama,Dennis Hopper,"Peter Fonda,Dennis Hopper,Jack Nicholson,Antonio Mendoza,Phil Spector",95 minutes,English,R,"Wyatt and Billy, two Harley-riding hippies, complete a drug deal in Southern California and decide to travel cross-country in search of spiritual truth.",https://movielens.org/movies/3168
2774,Better Than Chocolate,1999,Comedy|Romance,Anne Wheeler,"Karyn Dwyer,Christina Cox,Wendy Crewson,Ann-Marie MacDonald,Peter Outerbridge",101 minutes,English,R,"Not long after moving into her own place, Maggie finds herself with two unsolicited roommates: her recently divorced mother, Lila, and her young brother. The timing is especially bad, considering Maggie has fallen hard for an attractive woman, Kim, only hours before they move in. What could be a nonissue becomes increasingly complicated -- since Maggie's family is unaware of her sexual orientation, and Maggie is not open to sharing that information.",https://movielens.org/movies/2774
955,Bringing Up Baby,1938,Comedy,Howard Hawks,"Katharine Hepburn,Cary Grant,Charles Ruggles,Walter Catlett,Barry Fitzgerald",102 minutes,English,NR,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",https://movielens.org/movies/955
3122,Santa Fe Trail,1940,Drama|Romance|Western,Michael Curtiz,"Errol Flynn,Olivia de Havilland,Raymond Massey,Ronald Reagan,Alan Hale",110 minutes,English,,"As a penalty for fighting fellow classmates days before graduating from West Point, J.E.B. Stuart, George Armstrong Custer and four friends are assigned to the 2nd Cavalry, stationed at Fort Leavenworth. While there they aid in the capture and execution of the abolitionist, John Brown following the Battle of Harper's Ferry.",https://movielens.org/movies/3122
